Destination,Level_A,Level_B,Level_B_Counts,,
Paris,Tours,City Tours ,116,,
Paris,Tours,Sightseeing Tours ,85,,
Paris,Tours,Cultural Tours ,72,,
Paris,Tours,Walking Tours ,70,,
Paris,Tours,Historical & Heritage Tours ,46,,
Paris,Tours,Food Tours ,38,,
Paris,Tours,Bike Tours ,20,,
Paris,Tours,Night Tours ,19,,
Paris,Nature & Parks,Gardens ,33,,
Paris,Nature & Parks,Parks ,32,,
Paris,Nature & Parks,Bodies of Water ,4,,
Paris,Nature & Parks,Playgrounds ,4,,
Paris,Nature & Parks,Zoos ,4,,
Paris,Nature & Parks,Islands ,3,,
Paris,Nature & Parks,Aquariums ,2,,
Paris,Nature & Parks,Beaches ,1,,
Paris,Nature & Parks,Equestrian Trails ,1,,
Paris,Boat Tours & Water Sports,Boat Tours ,18,,
Paris,Boat Tours & Water Sports,Scuba & Snorkeling ,2,,
Paris,Boat Tours & Water Sports,Boat Rentals ,1,,
Paris,Events,Cultural Events ,4,,
Paris,Events,Music Festivals ,2,,
Paris,Events,Sporting Events ,2,,
Paris,Events,Exhibitions ,1,,
Paris,Nightlife,Bars & Clubs ,314,,
Paris,Nightlife,Dance Clubs & Discos ,28,,
Paris,Nightlife,Jazz Clubs & Bars ,26,,
Paris,Nightlife,Comedy Clubs ,14,,
Paris,Nightlife,Gay Clubs & Bars ,8,,
Paris,Nightlife,"Bar, Club & Pub Tours ",7,,
Paris,Nightlife,Coffeehouses ,7,,
Paris,Nightlife,Wine Bars ,7,,
Paris,Nightlife,Blues Clubs & Bars ,6,,
Paris,Food & Drink,Food Tours ,38,,
Paris,Food & Drink,Other Food & Drink ,35,,
Paris,Food & Drink,Cooking Classes ,33,,
Paris,Food & Drink,Wine Tours & Tastings ,18,,
Paris,Food & Drink,Wine Bars ,7,,
Paris,Food & Drink,Wineries & Vineyards ,4,,
Paris,Food & Drink,Farmers Markets ,3,,
Paris,Food & Drink,Brewery Tours ,2,,
Paris,Food & Drink,Breweries ,1,,
Paris,Concerts & Shows,Theaters ,100,,
Paris,Concerts & Shows,Theater & Performances ,63,,
Paris,Concerts & Shows,Jazz Clubs & Bars ,26,,
Paris,Concerts & Shows,Dinner Theaters ,16,,
Paris,Concerts & Shows,Comedy Clubs ,14,,
Paris,Concerts & Shows,Concerts ,10,,
Paris,Concerts & Shows,Blues Clubs & Bars ,6,,
Paris,Concerts & Shows,Operas ,6,,
Paris,Concerts & Shows,Cabarets ,3,,
Paris,Outdoor Activities,Other Outdoor Activities ,26,,
Paris,Outdoor Activities,Gear Rentals ,22,,
Paris,Outdoor Activities,Bike Tours ,20,,
Paris,Outdoor Activities,Boat Tours ,18,,
Paris,Outdoor Activities,Running Tours ,5,,
Paris,Outdoor Activities,Zoos ,4,,
Paris,Outdoor Activities,Scuba & Snorkeling ,2,,
Paris,Outdoor Activities,Adrenaline & Extreme Tours ,1,,
Paris,Outdoor Activities,Air Tours ,1,,
Peshawar,Nature & Parks,Gardens ,2,,
Peshawar,Nature & Parks,Parks ,2,,
Peshawar,Nature & Parks,Dams ,1,,
Peshawar,Nature & Parks,Mountains ,1,,
Peshawar,Museums,History Museums ,1,,
Peshawar,Museums,Specialty Museums ,1,,
Peshawar,Sights & Landmarks,Points of Interest & Landmarks ,10,,
Peshawar,Sights & Landmarks,Historic Sites ,7,,
Peshawar,Sights & Landmarks,Ancient Ruins ,3,,
Peshawar,Sights & Landmarks,Sacred & Religious Sites ,3,,
Peshawar,Sights & Landmarks,Architectural Buildings ,1,,
Peshawar,Sights & Landmarks,Bridges ,1,,
Peshawar,Sights & Landmarks,Cemeteries ,1,,
Peshawar,Sights & Landmarks,Churches & Cathedrals ,1,,
Peshawar,Sights & Landmarks,Educational sites ,1,,
Peshawar,Shopping,Flea & Street Markets ,2,,
Peshawar,Outdoor Activities,Other Outdoor Activities ,1,,
Rio de Janeiro,Casinos & Gambling,Casinos ,1,,
Rio de Janeiro,Casinos & Gambling,Horse Tracks ,1,,
Rio de Janeiro,Traveler Resources,Libraries ,6,,
Rio de Janeiro,Traveler Resources,Conference & Convention Centers ,4,,
Rio de Janeiro,Traveler Resources,Visitor Centers ,1,,
Rio de Janeiro,Shopping,Gift & Specialty Shops ,53,,
Rio de Janeiro,Shopping,Art Galleries ,21,,
Rio de Janeiro,Shopping,Shopping Malls ,16,,
Rio de Janeiro,Shopping,Flea & Street Markets ,7,,
Rio de Janeiro,Shopping,Antique Stores ,4,,
Rio de Janeiro,Shopping,Department Stores ,1,,
Rio de Janeiro,Shopping,Farmers Markets ,1,,
Rio de Janeiro,Sights & Landmarks,Points of Interest & Landmarks ,74,,
Rio de Janeiro,Sights & Landmarks,Churches & Cathedrals ,34,,
Rio de Janeiro,Sights & Landmarks,Architectural Buildings ,18,,
Rio de Janeiro,Sights & Landmarks,Neighborhoods ,12,,
Rio de Janeiro,Sights & Landmarks,Sacred & Religious Sites ,12,,
Rio de Janeiro,Sights & Landmarks,Monuments & Statues ,11,,
Rio de Janeiro,Sights & Landmarks,Historic Sites ,10,,
Rio de Janeiro,Sights & Landmarks,Arenas & Stadiums ,9,,
Rio de Janeiro,Sights & Landmarks,Lookouts ,6,,
Rio de Janeiro,Museums,Specialty Museums ,103,,
Rio de Janeiro,Museums,Art Galleries ,21,,
Rio de Janeiro,Museums,History Museums ,10,,
Rio de Janeiro,Museums,Art Museums ,6,,
Rio de Janeiro,Museums,Military Museums ,6,,
Rio de Janeiro,Museums,Natural History Museums ,3,,
Rio de Janeiro,Museums,Science Museums ,3,,
Rio de Janeiro,Tours,City Tours ,94,,
Rio de Janeiro,Tours,Sightseeing Tours ,90,,
Rio de Janeiro,Tours,Private Tours ,72,,
Rio de Janeiro,Tours,Cultural Tours ,58,,
Rio de Janeiro,Tours,Nature & Wildlife Tours ,34,,
Rio de Janeiro,Tours,Walking Tours ,33,,
Rio de Janeiro,Tours,Historical & Heritage Tours ,27,,
Rio de Janeiro,Tours,Hiking & Camping Tours ,24,,
Rio de Janeiro,Tours,Boat Tours ,23,,
Rio de Janeiro,Nature & Parks,Beaches ,37,,
Rio de Janeiro,Nature & Parks,Parks ,18,,
Rio de Janeiro,Nature & Parks,Hiking Trails ,12,,
Rio de Janeiro,Nature & Parks,Mountains ,6,,
Rio de Janeiro,Nature & Parks,Nature & Wildlife Areas ,6,,
Rio de Janeiro,Nature & Parks,Bodies of Water ,5,,
Rio de Janeiro,Nature & Parks,Playgrounds ,5,,
Rio de Janeiro,Nature & Parks,Gardens ,4,,
Rio de Janeiro,Nature & Parks,Geologic Formations ,3,,
Rio de Janeiro,Boat Tours & Water Sports,Boat Tours ,23,,
Rio de Janeiro,Boat Tours & Water Sports,Parasailing & Paragliding ,22,,
Rio de Janeiro,Boat Tours & Water Sports,Kayaking & Canoeing ,5,,
Rio de Janeiro,Boat Tours & Water Sports,Scuba & Snorkeling ,5,,
Rio de Janeiro,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",5,,
Rio de Janeiro,Boat Tours & Water Sports,Stand-Up Paddleboarding ,4,,
Rio de Janeiro,Boat Tours & Water Sports,Boat Rentals ,3,,
Rio de Janeiro,Boat Tours & Water Sports,River Rafting & Tubing ,3,,
Rio de Janeiro,Boat Tours & Water Sports,Water Sports ,2,,
Rio de Janeiro,Transportation,Taxis & Shuttles ,15,,
Rio de Janeiro,Transportation,Mass Transportation Systems ,4,,
Rio de Janeiro,Transportation,Tramways ,4,,
Rio de Janeiro,Transportation,Bus Transportation ,2,,
Rio de Janeiro,Transportation,Ferries ,1,,
Rio de Janeiro,Transportation,Railways ,1,,
Rio de Janeiro,Nightlife,Bars & Clubs ,82,,
Rio de Janeiro,Nightlife,Gay Clubs & Bars ,18,,
Rio de Janeiro,Nightlife,Dance Clubs & Discos ,13,,
Rio de Janeiro,Nightlife,"Bar, Club & Pub Tours ",4,,
Rio de Janeiro,Nightlife,Blues Clubs & Bars ,2,,
Rio de Janeiro,Nightlife,Cigar Bars ,1,,
Rio de Janeiro,Nightlife,Jazz Clubs & Bars ,1,,
Rio de Janeiro,Food & Drink,Food Tours ,8,,
Rio de Janeiro,Food & Drink,Cooking Classes ,2,,
Rio de Janeiro,Food & Drink,Other Food & Drink ,2,,
Rio de Janeiro,Food & Drink,Distillery Tours ,1,,
Rio de Janeiro,Food & Drink,Farmers Markets ,1,,
Rio de Janeiro,Food & Drink,Wineries & Vineyards ,1,,
Rio de Janeiro,Concerts & Shows,Theaters ,131,,
Rio de Janeiro,Concerts & Shows,Theater & Performances ,33,,
Rio de Janeiro,Concerts & Shows,Concerts ,6,,
Rio de Janeiro,Concerts & Shows,Blues Clubs & Bars ,2,,
Rio de Janeiro,Concerts & Shows,Jazz Clubs & Bars ,1,,
Rio de Janeiro,Outdoor Activities,Beaches ,37,,
Rio de Janeiro,Outdoor Activities,Nature & Wildlife Tours ,34,,
Rio de Janeiro,Outdoor Activities,Other Outdoor Activities ,31,,
Rio de Janeiro,Outdoor Activities,Hiking & Camping Tours ,24,,
Rio de Janeiro,Outdoor Activities,Boat Tours ,23,,
Rio de Janeiro,Outdoor Activities,Parasailing & Paragliding ,22,,
Rio de Janeiro,Outdoor Activities,Bike Tours ,15,,
Rio de Janeiro,Outdoor Activities,Adrenaline & Extreme Tours ,14,,
Rio de Janeiro,Outdoor Activities,Eco Tours ,14,,
Shanghai,Fun & Games,Sports Complexes ,7,,
Shanghai,Fun & Games,Game & Entertainment Centers ,6,,
Shanghai,Fun & Games,Playgrounds ,5,,
Shanghai,Fun & Games,Other Fun & Games ,3,,
Shanghai,Fun & Games,Room Escape Games ,3,,
Shanghai,Fun & Games,Comedy Clubs ,2,,
Shanghai,Fun & Games,Dog Tracks ,1,,
Shanghai,Fun & Games,Movie Theaters ,1,,
Shanghai,Fun & Games,Shooting Ranges ,1,,
Shanghai,Shopping,Shopping Malls ,259,,
Shanghai,Shopping,Flea & Street Markets ,138,,
Shanghai,Shopping,Gift & Specialty Shops ,75,,
Shanghai,Shopping,Art Galleries ,23,,
Shanghai,Shopping,Antique Stores ,6,,
Shanghai,Shopping,Shopping Tours ,6,,
Shanghai,Shopping,Department Stores ,5,,
Shanghai,Shopping,Factory Outlets ,1,,
Shanghai,Casinos & Gambling,Dog Tracks ,1,,
Shanghai,Traveler Resources,Beach & Pool Clubs ,16,,
Shanghai,Traveler Resources,Conference & Convention Centers ,5,,
Shanghai,Traveler Resources,Libraries ,4,,
Shanghai,Traveler Resources,Visitor Centers ,2,,
Shanghai,Transportation,Mass Transportation Systems ,5,,
Shanghai,Transportation,Railways ,4,,
Shanghai,Transportation,Taxis & Shuttles ,4,,
Shanghai,Transportation,Ferries ,2,,
Shanghai,Water & Amusement Parks,Theme Parks ,18,,
Shanghai,Water & Amusement Parks,Water Parks ,3,,
Shanghai,Sights & Landmarks,Points of Interest & Landmarks ,249,,
Shanghai,Sights & Landmarks,Historic Sites ,57,,
Shanghai,Sights & Landmarks,Sacred & Religious Sites ,38,,
Shanghai,Sights & Landmarks,Architectural Buildings ,35,,
Shanghai,Sights & Landmarks,Observation Decks & Towers ,17,,
Shanghai,Sights & Landmarks,Bridges ,16,,
Shanghai,Sights & Landmarks,Civic Centers ,15,,
Shanghai,Sights & Landmarks,Ancient Ruins ,14,,
Shanghai,Sights & Landmarks,Arenas & Stadiums ,13,,
Shanghai,Museums,Specialty Museums ,172,,
Shanghai,Museums,Science Museums ,26,,
Shanghai,Museums,Art Galleries ,23,,
Shanghai,Museums,Art Museums ,19,,
Shanghai,Museums,History Museums ,14,,
Shanghai,Museums,Natural History Museums ,2,,
Shanghai,Museums,Children's Museums ,1,,
Shanghai,Museums,Observatories & Planetariums ,1,,
Shanghai,Tours,Private Tours ,37,,
Shanghai,Tours,Cultural Tours ,22,,
Shanghai,Tours,Sightseeing Tours ,15,,
Shanghai,Tours,City Tours ,14,,
Shanghai,Tours,Walking Tours ,14,,
Shanghai,Tours,Food Tours ,7,,
Shanghai,Tours,Day Trips from Shanghai ,6,,
Shanghai,Tours,Historical & Heritage Tours ,6,,
Shanghai,Tours,Shopping Tours ,6,,
Shanghai,Nature & Parks,Parks ,77,,
Shanghai,Nature & Parks,Bodies of Water ,15,,
Shanghai,Nature & Parks,Gardens ,10,,
Shanghai,Nature & Parks,Forests ,7,,
Shanghai,Nature & Parks,Beaches ,6,,
Shanghai,Nature & Parks,Playgrounds ,5,,
Shanghai,Nature & Parks,Nature & Wildlife Areas ,4,,
Shanghai,Nature & Parks,Mountains ,3,,
Shanghai,Nature & Parks,National Parks ,3,,
Shanghai,Boat Tours & Water Sports,Boat Tours ,1,,
Shanghai,Boat Tours & Water Sports,Scuba & Snorkeling ,1,,
Shanghai,Boat Tours & Water Sports,Water Sports ,1,,
Shanghai,Nightlife,Bars & Clubs ,61,,
Shanghai,Nightlife,Jazz Clubs & Bars ,6,,
Shanghai,Nightlife,"Bar, Club & Pub Tours ",5,,
Shanghai,Nightlife,Dance Clubs & Discos ,4,,
Shanghai,Nightlife,Wine Bars ,4,,
Shanghai,Nightlife,Coffeehouses ,3,,
Shanghai,Nightlife,Cigar Bars ,2,,
Shanghai,Nightlife,Comedy Clubs ,2,,
Shanghai,Nightlife,Karaoke Bars ,2,,
Shanghai,Concerts & Shows,Theaters ,13,,
Shanghai,Concerts & Shows,Theater & Performances ,7,,
Shanghai,Concerts & Shows,Jazz Clubs & Bars ,6,,
Shanghai,Concerts & Shows,Concerts ,5,,
Shanghai,Concerts & Shows,Operas ,4,,
Shanghai,Concerts & Shows,Cabarets ,2,,
Shanghai,Concerts & Shows,Comedy Clubs ,2,,
Shanghai,Concerts & Shows,Ballets ,1,,
Shanghai,Concerts & Shows,Country & Western Bars ,1,,
Thiruvananthapuram,Tours,Cultural Tours ,3,,
Thiruvananthapuram,Tours,Sightseeing Tours ,3,,
Thiruvananthapuram,Tours,City Tours ,2,,
Thiruvananthapuram,Tours,Historical & Heritage Tours ,2,,
Thiruvananthapuram,Tours,Nature & Wildlife Tours ,2,,
Thiruvananthapuram,Tours,Boat Tours ,1,,
Thiruvananthapuram,Tours,Kayaking & Canoeing ,1,,
Thiruvananthapuram,Tours,Walking Tours ,1,,
Thiruvananthapuram,Nature & Parks,Beaches ,7,,
Thiruvananthapuram,Nature & Parks,Nature & Wildlife Areas ,3,,
Thiruvananthapuram,Nature & Parks,Parks ,3,,
Thiruvananthapuram,Nature & Parks,Bodies of Water ,2,,
Thiruvananthapuram,Nature & Parks,Zoos ,2,,
Thiruvananthapuram,Nature & Parks,Dams ,1,,
Thiruvananthapuram,Nature & Parks,Islands ,1,,
Thiruvananthapuram,Nature & Parks,Mountains ,1,,
Thiruvananthapuram,Nature & Parks,Waterfalls ,1,,
Thiruvananthapuram,Boat Tours & Water Sports,Boat Tours ,1,,
Thiruvananthapuram,Boat Tours & Water Sports,Kayaking & Canoeing ,1,,
Thiruvananthapuram,Fun & Games,Movie Theaters ,5,,
Thiruvananthapuram,Shopping,Gift & Specialty Shops ,14,,
Thiruvananthapuram,Shopping,Antique Stores ,2,,
Thiruvananthapuram,Shopping,Art Galleries ,2,,
Thiruvananthapuram,Shopping,Flea & Street Markets ,2,,
Thiruvananthapuram,Zoos & Aquariums,Zoos ,2,,
Thiruvananthapuram,Outdoor Activities,Beaches ,7,,
Thiruvananthapuram,Outdoor Activities,Nature & Wildlife Tours ,2,,
Thiruvananthapuram,Outdoor Activities,Zoos ,2,,
Thiruvananthapuram,Outdoor Activities,Boat Tours ,1,,
Thiruvananthapuram,Outdoor Activities,Golf Courses ,1,,
Thiruvananthapuram,Outdoor Activities,Kayaking & Canoeing ,1,,
Thiruvananthapuram,Sights & Landmarks,Points of Interest & Landmarks ,28,,
Thiruvananthapuram,Sights & Landmarks,Sacred & Religious Sites ,11,,
Thiruvananthapuram,Sights & Landmarks,Architectural Buildings ,4,,
Thiruvananthapuram,Sights & Landmarks,Historic Sites ,2,,
Thiruvananthapuram,Sights & Landmarks,Arenas & Stadiums ,1,,
Thiruvananthapuram,Sights & Landmarks,Bridges ,1,,
Thiruvananthapuram,Sights & Landmarks,Castles ,1,,
Thiruvananthapuram,Sights & Landmarks,Churches & Cathedrals ,1,,
Thiruvananthapuram,Sights & Landmarks,Farms ,1,,
Thiruvananthapuram,Spas & Wellness,Spas ,12,,
Thiruvananthapuram,Spas & Wellness,Yoga & Pilates ,4,,
Thiruvananthapuram,Spas & Wellness,Health/Fitness Clubs & Gyms ,2,,
Thiruvananthapuram,Museums,Specialty Museums ,5,,
Thiruvananthapuram,Museums,Art Galleries ,2,,
Thiruvananthapuram,Museums,History Museums ,2,,
Thiruvananthapuram,Museums,Science Museums ,1,,
Toronto,Casinos & Gambling,Horse Tracks ,2,,
Toronto,Casinos & Gambling,Casinos ,1,,
Toronto,Traveler Resources,Visitor Centers ,5,,
Toronto,Traveler Resources,Conference & Convention Centers ,4,,
Toronto,Traveler Resources,Libraries ,4,,
Toronto,Shopping,Gift & Specialty Shops ,76,,
Toronto,Shopping,Art Galleries ,41,,
Toronto,Shopping,Shopping Malls ,12,,
Toronto,Shopping,Antique Stores ,6,,
Toronto,Shopping,Flea & Street Markets ,5,,
Toronto,Fun & Games,Game & Entertainment Centers ,29,,
Toronto,Fun & Games,Room Escape Games ,23,,
Toronto,Fun & Games,Movie Theaters ,20,,
Toronto,Fun & Games,Bowling Alleys ,8,,
Toronto,Fun & Games,Playgrounds ,8,,
Toronto,Fun & Games,Other Fun & Games ,7,,
Toronto,Fun & Games,Comedy Clubs ,6,,
Toronto,Fun & Games,Sports Complexes ,6,,
Toronto,Fun & Games,Horse Tracks ,2,,
Toronto,Sights & Landmarks,Points of Interest & Landmarks ,51,,
Toronto,Sights & Landmarks,Neighborhoods ,26,,
Toronto,Sights & Landmarks,Churches & Cathedrals ,19,,
Toronto,Sights & Landmarks,Architectural Buildings ,17,,
Toronto,Sights & Landmarks,Sacred & Religious Sites ,11,,
Toronto,Sights & Landmarks,Historic Sites ,9,,
Toronto,Sights & Landmarks,Educational sites ,8,,
Toronto,Sights & Landmarks,Arenas & Stadiums ,6,,
Toronto,Sights & Landmarks,Government Buildings ,5,,
Toronto,Museums,Art Galleries ,41,,
Toronto,Museums,Specialty Museums ,19,,
Toronto,Museums,History Museums ,13,,
Toronto,Museums,Art Museums ,6,,
Toronto,Museums,Children's Museums ,2,,
Toronto,Museums,Military Museums ,2,,
Toronto,Museums,Science Museums ,2,,
Toronto,Tours,Sightseeing Tours ,27,,
Toronto,Tours,Boat Tours ,19,,
Toronto,Tours,Walking Tours ,16,,
Toronto,Tours,City Tours ,11,,
Toronto,Tours,Food Tours ,8,,
Toronto,Tours,Historical & Heritage Tours ,6,,
Toronto,Tours,Private Tours ,6,,
Toronto,Tours,Bus Tours ,5,,
Toronto,Tours,Brewery Tours ,4,,
Toronto,Nature & Parks,Parks ,52,,
Toronto,Nature & Parks,Hiking Trails ,14,,
Toronto,Nature & Parks,Gardens ,12,,
Toronto,Nature & Parks,Nature & Wildlife Areas ,8,,
Toronto,Nature & Parks,Playgrounds ,8,,
Toronto,Nature & Parks,Beaches ,6,,
Toronto,Nature & Parks,Biking Trails ,6,,
Toronto,Nature & Parks,Bodies of Water ,4,,
Toronto,Nature & Parks,Islands ,3,,
Toronto,Boat Tours & Water Sports,Boat Tours ,19,,
Toronto,Boat Tours & Water Sports,Stand-Up Paddleboarding ,3,,
Toronto,Boat Tours & Water Sports,Fishing Charters & Tours ,2,,
Toronto,Boat Tours & Water Sports,Kayaking & Canoeing ,2,,
Toronto,Boat Tours & Water Sports,Water Sports ,2,,
Toronto,Boat Tours & Water Sports,Boat Rentals ,1,,
Toronto,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",1,,
Toronto,Boat Tours & Water Sports,Waterskiing & Jetskiing ,1,,
Toronto,Zoos & Aquariums,Zoos ,3,,
Toronto,Zoos & Aquariums,Aquariums ,1,,
Toronto,Outdoor Activities,Boat Tours ,19,,
Toronto,Outdoor Activities,Hiking Trails ,14,,
Toronto,Outdoor Activities,Gear Rentals ,8,,
Toronto,Outdoor Activities,Golf Courses ,8,,
Toronto,Outdoor Activities,Other Outdoor Activities ,7,,
Toronto,Outdoor Activities,Beaches ,6,,
Toronto,Outdoor Activities,Biking Trails ,6,,
Toronto,Outdoor Activities,Adrenaline & Extreme Tours ,3,,
Toronto,Outdoor Activities,Bike Tours ,3,,
Toronto,Concerts & Shows,Theaters ,42,,
Toronto,Concerts & Shows,Theater & Performances ,22,,
Toronto,Concerts & Shows,Comedy Clubs ,6,,
Toronto,Concerts & Shows,Concerts ,6,,
Toronto,Concerts & Shows,Jazz Clubs & Bars ,5,,
Toronto,Concerts & Shows,Dinner Theaters ,4,,
Toronto,Concerts & Shows,Operas ,3,,
Toronto,Concerts & Shows,Ballets ,2,,
Toronto,Concerts & Shows,Cabarets ,1,,
Toronto,Events,Cultural Events ,2,,
Toronto,Events,Exhibitions ,1,,
Toronto,Events,Music Festivals ,1,,
Zhengzhou,Water & Amusement Parks,Theme Parks ,3,,
Zhengzhou,Water & Amusement Parks,Water Parks ,1,,
Zhengzhou,Nature & Parks,Nature & Wildlife Areas ,2,,
Zhengzhou,Nature & Parks,Bodies of Water ,1,,
Zhengzhou,Nature & Parks,Geologic Formations ,1,,
Zhengzhou,Nature & Parks,National Parks ,1,,
Zhengzhou,Nature & Parks,Parks ,1,,
Zhengzhou,Museums,Specialty Museums ,13,,
Zhengzhou,Museums,Science Museums ,6,,
Zhengzhou,Museums,Art Museums ,1,,
Zhengzhou,Museums,History Museums ,1,,
Zhengzhou,Traveler Resources,Beach & Pool Clubs ,1,,
Zhengzhou,Shopping,Shopping Malls ,36,,
Zhengzhou,Fun & Games,Sports Complexes ,2,,
Zhengzhou,Fun & Games,Game & Entertainment Centers ,1,,
Zhengzhou,Concerts & Shows,Theaters ,1,,
Zhengzhou,Sights & Landmarks,Points of Interest & Landmarks ,30,,
Zhengzhou,Sights & Landmarks,Monuments & Statues ,6,,
Zhengzhou,Sights & Landmarks,Historic Sites ,5,,
Zhengzhou,Sights & Landmarks,Arenas & Stadiums ,4,,
Zhengzhou,Sights & Landmarks,Ancient Ruins ,3,,
Zhengzhou,Sights & Landmarks,Sacred & Religious Sites ,3,,
Zhengzhou,Sights & Landmarks,Architectural Buildings ,2,,
Zhengzhou,Sights & Landmarks,Historic Walking Areas ,2,,
Zhengzhou,Sights & Landmarks,Cemeteries ,1,,
Zhengzhou,Spas & Wellness,Onsen Resorts ,1,,
Zhengzhou,Outdoor Activities,Scenic Drives ,1,,
Zurich,Casinos & Gambling,Casinos ,1,,
Zurich,Traveler Resources,Libraries ,3,,
Zurich,Traveler Resources,Visitor Centers ,1,,
Zurich,Shopping,Gift & Specialty Shops ,34,,
Zurich,Shopping,Art Galleries ,10,,
Zurich,Shopping,Shopping Malls ,2,,
Zurich,Shopping,Antique Stores ,1,,
Zurich,Shopping,Flea & Street Markets ,1,,
Zurich,Shopping,Shopping Tours ,1,,
Zurich,Sights & Landmarks,Points of Interest & Landmarks ,17,,
Zurich,Sights & Landmarks,Architectural Buildings ,7,,
Zurich,Sights & Landmarks,Neighborhoods ,7,,
Zurich,Sights & Landmarks,Churches & Cathedrals ,5,,
Zurich,Sights & Landmarks,Sacred & Religious Sites ,5,,
Zurich,Sights & Landmarks,Historic Sites ,4,,
Zurich,Sights & Landmarks,Government Buildings ,3,,
Zurich,Sights & Landmarks,Historic Walking Areas ,3,,
Zurich,Sights & Landmarks,Monuments & Statues ,3,,
Zurich,Museums,Specialty Museums ,31,,
Zurich,Museums,Art Galleries ,10,,
Zurich,Museums,Art Museums ,6,,
Zurich,Museums,History Museums ,4,,
Zurich,Museums,Natural History Museums ,1,,
Zurich,Museums,Observatories & Planetariums ,1,,
Zurich,Tours,City Tours ,11,,
Zurich,Tours,Private Tours ,10,,
Zurich,Tours,Sightseeing Tours ,8,,
Zurich,Tours,Walking Tours ,7,,
Zurich,Tours,Cultural Tours ,5,,
Zurich,Tours,Historical & Heritage Tours ,5,,
Zurich,Tours,"Bar, Club & Pub Tours ",2,,
Zurich,Tours,Boat Tours ,2,,
Zurich,Tours,Bus Tours ,2,,
Zurich,Nature & Parks,Parks ,9,,
Zurich,Nature & Parks,Bodies of Water ,6,,
Zurich,Nature & Parks,Beaches ,3,,
Zurich,Nature & Parks,Mountains ,2,,
Zurich,Nature & Parks,Gardens ,1,,
Zurich,Nature & Parks,Nature & Wildlife Areas ,1,,
Zurich,Nature & Parks,Zoos ,1,,
Zurich,Boat Tours & Water Sports,Boat Tours ,2,,
Zurich,Boat Tours & Water Sports,Boat Rentals ,1,,
Zurich,Boat Tours & Water Sports,Water Sports ,1,,
Zurich,Zoos & Aquariums,Other Zoos & Aquariums ,1,,
Zurich,Zoos & Aquariums,Zoos ,1,,
Zurich,Nightlife,Bars & Clubs ,65,,
Zurich,Nightlife,Dance Clubs & Discos ,8,,
Zurich,Nightlife,Gay Clubs & Bars ,6,,
Zurich,Nightlife,Jazz Clubs & Bars ,5,,
Zurich,Nightlife,Wine Bars ,3,,
Zurich,Nightlife,"Bar, Club & Pub Tours ",2,,
Zurich,Nightlife,Coffeehouses ,2,,
Zurich,Nightlife,Karaoke Bars ,2,,
Zurich,Nightlife,Piano Bars ,2,,
Zurich,Food & Drink,Wine Bars ,3,,
Zurich,Food & Drink,Breweries ,1,,
Zurich,Food & Drink,Cooking Classes ,1,,
Zurich,Food & Drink,Food Tours ,1,,
Zurich,Food & Drink,Other Food & Drink ,1,,
Zurich,Food & Drink,Wine Tours & Tastings ,1,,
Zurich,Food & Drink,Wineries & Vineyards ,1,,
Zurich,Spas & Wellness,Spas ,19,,
Zurich,Spas & Wellness,Health/Fitness Clubs & Gyms ,3,,
Zurich,Spas & Wellness,Yoga & Pilates ,1,,
Zurich,Outdoor Activities,Gear Rentals ,5,,
Zurich,Outdoor Activities,Other Outdoor Activities ,4,,
Zurich,Outdoor Activities,Beaches ,3,,
Zurich,Outdoor Activities,Boat Tours ,2,,
Zurich,Outdoor Activities,"4WD, ATV & Off-Road Tours ",1,,
Zurich,Outdoor Activities,Adrenaline & Extreme Tours ,1,,
Zurich,Outdoor Activities,Air Tours ,1,,
Zurich,Outdoor Activities,Bike Tours ,1,,
Zurich,Outdoor Activities,Boat Rentals ,1,,
Abidjan,Nature & Parks,Gardens ,1,,
Abidjan,Nature & Parks,National Parks ,1,,
Abidjan,Museums,Art Galleries ,1,,
Abidjan,Museums,History Museums ,1,,
Abidjan,Museums,Natural History Museums ,1,,
Abidjan,Fun & Games,Game & Entertainment Centers ,2,,
Abidjan,Fun & Games,Movie Theaters ,1,,
Abidjan,Shopping,Gift & Specialty Shops ,4,,
Abidjan,Shopping,Art Galleries ,1,,
Abidjan,Shopping,Department Stores ,1,,
Abidjan,Shopping,Shopping Malls ,1,,
Abidjan,Nightlife,Bars & Clubs ,4,,
Abidjan,Nightlife,Dance Clubs & Discos ,1,,
Abidjan,Sights & Landmarks,Auto Race Tracks ,1,,
Abidjan,Sights & Landmarks,Churches & Cathedrals ,1,,
Abidjan,Sights & Landmarks,Neighborhoods ,1,,
Abidjan,Sights & Landmarks,Points of Interest & Landmarks ,1,,
Abidjan,Sights & Landmarks,Sacred & Religious Sites ,1,,
Abidjan,Spas & Wellness,Spas ,2,,
Abidjan,Outdoor Activities,Gear Rentals ,1,,
Abidjan,Outdoor Activities,Golf Courses ,1,,
Addis Ababa,Tours,Cultural Tours ,17,,
Addis Ababa,Tours,Historical & Heritage Tours ,16,,
Addis Ababa,Tours,City Tours ,13,,
Addis Ababa,Tours,Sightseeing Tours ,12,,
Addis Ababa,Tours,Nature & Wildlife Tours ,10,,
Addis Ababa,Tours,Private Tours ,7,,
